topicId,rank,docId,filename
1,40,2,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch2.txt
1,41,30,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch23.txt
1,42,6,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch2.txt
1,43,5,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch1.txt
2,1,21,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_redheadedleague.txt
2,2,22,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_scandalbohemia.txt
2,3,20,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_caseofidentity.txt
2,4,19,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/conrad_secret_ch2.txt
2,5,40,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch2.txt
2,6,31,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/grimms_hanselgretel.txt
2,7,39,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch15.txt
2,8,38,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch1.txt
2,9,10,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/barrie_peterpan_ch15.txt
2,10,33,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/grimms_wateroflife.txt
2,11,41,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch21.txt
2,12,32,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/grimms_snowdrop.txt
2,13,8,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch41.txt
2,14,25,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch48.txt
2,15,29,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch2.txt
2,16,7,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch27.txt
2,17,43,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/stevenson_treasure_ch2.txt
2,18,24,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch2.txt
2,19,13,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_angels_ch2_4.txt
2,20,35,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch12.txt
2,21,30,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch23.txt
2,22,23,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch1.txt
2,23,18,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/conrad_secret_ch1.txt
2,24,17,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch92.txt
2,25,6,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch2.txt
2,26,37,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch2.txt
2,27,36,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch14.txt
2,28,11,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/barrie_peterpan_ch2.txt
2,29,42,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/stevenson_treasure_ch1.txt
2,30,15,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch1.txt
2,31,5,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch1.txt
2,32,16,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch77.txt
2,33,3,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch40.txt
2,34,34,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch1.txt
2,35,9,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/barrie_peterpan_ch1.txt
2,36,1,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch1.txt
2,37,26,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch73.txt
2,38,2,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch2.txt
2,39,4,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch50.txt
2,40,28,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch18.txt
2,41,27,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch1.txt
2,42,12,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_angels_ch1.txt
2,43,14,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch0.txt
3,1,25,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch48.txt
3,2,22,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_scandalbohemia.txt
3,3,20,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_caseofidentity.txt
3,4,21,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_redheadedleague.txt
3,5,19,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/conrad_secret_ch2.txt
3,6,16,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch77.txt
3,7,7,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch27.txt
3,8,4,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch50.txt
3,9,40,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch2.txt
3,10,28,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch18.txt
3,11,38,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch1.txt
3,12,39,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch15.txt
3,13,8,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch41.txt
3,14,23,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch1.txt
3,15,42,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/stevenson_treasure_ch1.txt
3,16,18,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/conrad_secret_ch1.txt
3,17,41,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch21.txt
3,18,27,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch1.txt
3,19,24,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch2.txt
3,20,5,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch1.txt
3,21,11,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/barrie_peterpan_ch2.txt
3,22,43,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/stevenson_treasure_ch2.txt
3,23,10,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/barrie_peterpan_ch15.txt
3,24,30,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch23.txt
3,25,13,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_angels_ch2_4.txt
3,26,2,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch2.txt
3,27,17,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch92.txt
3,28,15,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch1.txt
3,29,36,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch14.txt
3,30,26,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch73.txt
3,31,32,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/grimms_snowdrop.txt
3,32,31,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/grimms_hanselgretel.txt
3,33,12,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_angels_ch1.txt
3,34,6,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch2.txt
3,35,29,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch2.txt
3,36,9,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/barrie_peterpan_ch1.txt
3,37,3,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch40.txt
3,38,35,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch12.txt
3,39,33,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/grimms_wateroflife.txt
3,40,37,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch2.txt
3,41,34,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch1.txt
3,42,14,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch0.txt
3,43,1,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch1.txt
4,1,11,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/barrie_peterpan_ch2.txt
4,2,9,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/barrie_peterpan_ch1.txt
4,3,10,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/barrie_peterpan_ch15.txt
4,4,38,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch1.txt
4,5,39,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch15.txt
4,6,23,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch1.txt
4,7,20,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_caseofidentity.txt
4,8,25,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch48.txt
4,9,30,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch23.txt
4,10,24,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch2.txt
4,11,22,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_scandalbohemia.txt
4,12,43,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/stevenson_treasure_ch2.txt
4,13,42,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/stevenson_treasure_ch1.txt
4,14,19,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/conrad_secret_ch2.txt
4,15,37,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch2.txt
4,16,21,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_redheadedleague.txt
4,17,40,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch2.txt
4,18,33,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/grimms_wateroflife.txt
4,19,17,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch92.txt
4,20,27,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch1.txt
4,21,26,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch73.txt
4,22,35,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch12.txt
4,23,18,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/conrad_secret_ch1.txt
4,24,41,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch21.txt
4,25,31,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/grimms_hanselgretel.txt
4,26,7,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch27.txt
4,27,4,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch50.txt
4,28,29,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch2.txt
4,29,15,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch1.txt
4,30,12,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_angels_ch1.txt
4,31,2,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch2.txt
4,32,36,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch14.txt
4,33,32,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/grimms_snowdrop.txt
4,34,16,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch77.txt
4,35,34,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch1.txt
4,36,28,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch18.txt
4,37,13,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_angels_ch2_4.txt
4,38,8,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch41.txt
4,39,5,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch1.txt
4,40,3,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch40.txt
4,41,14,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch0.txt
4,42,6,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch2.txt
4,43,1,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch1.txt
5,1,30,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch23.txt
5,2,28,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch18.txt
5,3,27,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch1.txt
5,4,29,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch2.txt
5,5,39,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch15.txt
5,6,36,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch14.txt
5,7,40,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch2.txt
5,8,20,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_caseofidentity.txt
5,9,8,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch41.txt
5,10,25,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch48.txt
5,11,35,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch12.txt
5,12,19,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/conrad_secret_ch2.txt
5,13,12,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_angels_ch1.txt
5,14,37,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch2.txt
5,15,22,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_scandalbohemia.txt
5,16,6,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch2.txt
5,17,21,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_redheadedleague.txt
5,18,41,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch21.txt
5,19,38,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch1.txt
5,20,26,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch73.txt
5,21,14,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch0.txt
5,22,10,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/barrie_peterpan_ch15.txt
5,23,42,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/stevenson_treasure_ch1.txt
5,24,31,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/grimms_hanselgretel.txt
5,25,16,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch77.txt
5,26,15,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch1.txt
5,27,43,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/stevenson_treasure_ch2.txt
5,28,33,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/grimms_wateroflife.txt
5,29,24,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch2.txt
5,30,18,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/conrad_secret_ch1.txt
5,31,13,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_angels_ch2_4.txt
5,32,9,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/barrie_peterpan_ch1.txt
5,33,2,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch2.txt
5,34,32,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/grimms_snowdrop.txt
5,35,23,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch1.txt
5,36,17,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch92.txt
5,37,11,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/barrie_peterpan_ch2.txt
5,38,7,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch27.txt
5,39,4,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch50.txt
5,40,3,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch40.txt
5,41,1,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_pride_ch1.txt
5,42,34,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch1.txt
5,43,5,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/austen_sense_ch1.txt
6,1,29,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch2.txt
6,2,30,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch23.txt
6,3,28,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch18.txt
6,4,41,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch21.txt
6,5,27,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eljames_fiftyshades_ch1.txt
6,6,39,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch15.txt
6,7,37,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch2.txt
6,8,22,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_scandalbohemia.txt
6,9,40,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch2.txt
6,10,38,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/meyer_twilight_ch1.txt
6,11,19,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/conrad_secret_ch2.txt
6,12,21,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_redheadedleague.txt
6,13,13,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_angels_ch2_4.txt
6,14,9,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/barrie_peterpan_ch1.txt
6,15,25,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/eliot_middlemarch_ch48.txt
6,16,42,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/stevenson_treasure_ch1.txt
6,17,35,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch12.txt
6,18,17,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch92.txt
6,19,14,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_davinci_ch0.txt
6,20,43,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/stevenson_treasure_ch2.txt
6,21,31,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/grimms_hanselgretel.txt
6,22,12,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/brown_angels_ch1.txt
6,23,36,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch14.txt
6,24,34,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/lewis_lionwitch_ch1.txt
6,25,20,/Users/lynn/Documents/Talks/TopicsPythonGephi/./data/verb_mixed/doyle_caseofidentity.txt
